!CSV A.01.01
!Keysight Technologies,N5247A,US51370532,A.10.64.03
!Date: Wednesday, August 22, 2018 19:02:52
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),NF(DB),NF(DEG),S21(DB),S21(DEG),S11(DB),S11(DEG),T-Eff(DB),T-Eff(DEG)
12200000000,6.2383499,0,-1.4473019,133.09985,-0.19894286,-46.311195,929.64368,0
12300000000,11.888178,0,-1.4473094,132.72466,-0.18230696,-46.612232,4189.3584,0
12400000000,10.02632,0,-1.4487611,132.44145,-0.20826352,-46.962887,2627.6289,0
12500000000,8.5754261,0,-1.5775769,131.82249,-0.31525454,-48.30365,1799.0106,0
12600000000,11.621572,0,-1.502638,131.70029,-0.19269177,-47.577641,3922.6477,0
12700000000,11.359165,0,-1.4852735,131.53679,-0.20623322,-47.787769,3675.6511,0
12800000000,7.2801242,0,-1.5548,130.9265,-0.23167782,-48.532055,1260.281,0
12900000000,12.889287,0,-1.544584,130.73233,-0.22272655,-48.365162,5350.6187,0
13000000000,8.3674688,0,-1.5883949,130.34987,-0.28340089,-49.027126,1701.3376,0
13100000000,10.153793,0,-1.6604877,130.10229,-0.32319081,-49.099838,2714.5354,0
13200000000,10.834684,0,-1.6071113,129.55531,-0.23090968,-49.806946,3224.5234,0
13300000000,8.9632797,0,-1.6522974,130.63686,-0.32566169,-48.236847,1994.1571,0
13400000000,9.482605,0,-1.6389592,128.62277,-0.23574786,-50.315609,2284.2959,0
13500000000,10.508741,0,-1.75756,128.73976,-0.54484987,-51.216591,2970.4099,0
13600000000,8.83955,0,-2.309058,133.43671,-1.4031579,-47.336651,1930.0002,0
13700000000,11.665576,0,-1.8474796,128.67664,-0.43280187,-49.638123,3965.5493,0
13800000000,8.158617,0,-1.2773207,127.89711,0.010076981,-48.984032,1607.8402,0
13900000000,7.4054775,0,-1.7942501,126.73779,-0.41343606,-51.8582,1305.6798,0
14000000000,10.33174,0,-1.8413835,127.07342,-0.41837499,-52.047428,2840.2,0
14100000000,10.724272,0,-1.806342,127.14263,-0.40982777,-51.986122,3136.2981,0
14200000000,7.2212248,0,-1.8733879,126.71169,-0.42711458,-52.783195,1239.3978,0
14300000000,13.035682,0,-1.8513699,126.91618,-0.41707855,-51.734161,5543.9961,0
14400000000,7.3312683,0,-1.7686912,126.18147,-0.31491441,-52.771408,1278.6455,0
14500000000,11.354609,0,-1.8732091,125.63102,-0.39647162,-54.683334,3671.4932,0
14600000000,11.45117,0,-1.9963256,125.35356,-0.53326279,-54.274235,3760.5591,0
14700000000,6.5905023,0,-1.9535308,125.05029,-0.45910907,-54.372856,1032.6599,0
14800000000,11.891241,0,-1.970776,124.70437,-0.44944653,-54.788361,4192.519,0
14900000000,10.250145,0,-1.9597397,124.48364,-0.41953066,-54.801899,2781.9385,0
15000000000,7.7165456,0,-1.9939464,123.98324,-0.44701144,-55.443817,1424.1648,0
15100000000,13.158339,0,-2.0503216,123.6852,-0.50422341,-55.585697,5711.1133,0
15200000000,9.3516216,0,-2.0600269,123.47659,-0.49506238,-55.809624,2207.8145,0
15300000000,10.090536,0,-2.0914824,122.99883,-0.47904614,-56.223015,2671.0901,0
15400000000,12.591828,0,-2.0230527,123.08362,-0.43551722,-55.648849,4977.2124,0
15500000000,7.4027281,0,-2.0625782,122.30082,-0.44062611,-56.835468,1304.6699,0
15600000000,11.853063,0,-2.1137102,122.02071,-0.46559927,-57.183208,4153.2856,0
15700000000,11.331525,0,-2.1130259,121.80257,-0.49234498,-57.392784,3650.4917,0
15800000000,7.8765349,0,-2.1983285,121.2749,-0.5226351,-58.020012,1488.4904,0
15900000000,11.81584,0,-2.1986337,121.03477,-0.50696033,-57.870213,4115.3657,0
16000000000,10.321032,0,-2.1954186,120.93585,-0.54263604,-58.186634,2832.491,0
16100000000,8.2497482,0,-2.2537003,120.47095,-0.54255545,-58.726555,1648.0851,0
16200000000,11.768237,0,-2.2239892,120.35356,-0.53684253,-58.421806,4067.3423,0
16300000000,10.037866,0,-2.3575654,120.53638,-0.74614668,-59.118328,2635.3955,0
16400000000,9.921813,0,-2.3431299,119.66896,-0.60379511,-59.375496,2558.2581,0
16500000000,12.498584,0,-2.3062298,120.07603,-0.67367733,-58.42432,4865.3286,0
16600000000,6.5808029,0,-2.3626542,119.94169,-0.63214087,-59.34164,1029.7092,0
16700000000,10.942205,0,-2.42781,118.79467,-0.62783962,-61.377071,3312.6204,0
16800000000,10.993286,0,-2.3472543,118.70227,-0.59080011,-60.190926,3355.2437,0
16900000000,7.1505785,0,-2.4427385,118.37166,-0.63791621,-60.746571,1214.7206,0
17000000000,12.03279,0,-2.4439919,118.1021,-0.61820495,-60.488533,4341.0239,0
17100000000,8.9304047,0,-2.4067657,118.40069,-0.68537116,-60.716072,1976.932,0
17200000000,10.819366,0,-2.4792383,117.99232,-0.62922841,-61.782547,3212.1482,0
17300000000,12.747402,0,-2.4757965,117.36366,-0.63597614,-61.276661,5169.3159,0
17400000000,9.0960941,0,-2.4938822,117.24166,-0.69387937,-61.780872,2065.0896,0
17500000000,11.266756,0,-2.5653574,116.74313,-0.68367738,-62.290768,3592.1616,0
17600000000,13.109642,0,-2.5429122,116.81006,-0.74342293,-62.131371,5644.2007,0
17700000000,6.8162451,0,-2.6195915,117.80946,-0.77554727,-61.865654,1103.229,0
17800000000,12.204893,0,-2.6162808,116.01096,-0.6538325,-63.196594,4528.2271,0
17900000000,12.675358,0,-2.4590373,115.98422,-0.60108805,-61.997635,5079.499,0
18000000000,7.6916041,0,-2.6085644,115.50439,-0.72942954,-63.817875,1414.3485,0
END

