!CSV A.01.01
!Keysight Technologies,N5247A,US51370532,A.10.64.03
!Date: Wednesday, August 22, 2018 19:03:09
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),NF(DB),NF(DEG),S21(DB),S21(DEG),S11(DB),S11(DEG),T-Eff(DB),T-Eff(DEG)
6200000000,6.5697088,0,1.1094579,157.64815,0.25220725,-21.695448,1026.3423,0
6300000000,6.3740969,0,1.0992746,157.38606,0.2544834,-21.781143,968.36798,0
6400000000,8.0367432,0,1.0981274,157.14766,0.22818141,-22.052122,1555.3225,0
6500000000,5.1257577,0,1.0643319,156.76746,0.21617445,-22.516623,654.00391,0
6600000000,7.6008015,0,1.0703007,156.44673,0.23297469,-22.813156,1379.0839,0
6700000000,6.1702628,0,1.065527,156.04204,0.24328479,-23.186134,910.67175,0
6800000000,6.1777954,0,1.0534518,155.69655,0.22605547,-23.561188,912.75604,0
6900000000,7.2382975,0,1.0442066,155.42279,0.21659315,-23.892864,1245.422,0
7000000000,5.5033669,0,1.0260288,154.92206,0.23729125,-24.363153,739.75684,0
7100000000,6.4785614,0,1.0326155,154.54958,0.24127568,-24.655079,999.0036,0
7200000000,6.8309045,0,1.0139592,154.31856,0.20134491,-24.933304,1107.9397,0
7300000000,5.0274014,0,0.97425902,153.92448,0.18817945,-25.419744,632.86487,0
7400000000,7.0166798,0,0.99138701,153.52206,0.22246261,-25.764282,1169.036,0
7500000000,7.1779046,0,1.0030799,153.1842,0.23352787,-26.107706,1224.218,0
7600000000,6.0519829,0,0.97571748,152.82358,0.21759209,-26.525566,878.41266,0
7700000000,7.065908,0,0.96892506,152.44418,0.22291625,-26.878811,1185.6686,0
7800000000,6.6938534,0,0.96284568,152.0661,0.22854185,-27.192804,1064.5135,0
7900000000,6.0385261,0,0.94596899,151.75087,0.21793951,-27.544779,874.79797,0
8000000000,6.1536994,0,0.93560994,151.5128,0.20106375,-27.812798,906.1012,0
8100000000,4.9088874,0,0.9207539,151.00977,0.22029075,-28.332304,608.02148,0
8200000000,7.1500182,0,0.93963021,150.60478,0.2433244,-28.662558,1214.5264,0
8300000000,6.8686399,0,0.91978019,150.35555,0.20728092,-28.89307,1120.1393,0
8400000000,5.261097,0,0.87029147,150.03369,0.17239901,-29.316961,683.88501,0
8500000000,7.4895296,0,0.88427746,149.70041,0.19451943,-29.588442,1336.8629,0
8600000000,5.0360284,0,0.87165451,149.35251,0.18265632,-29.907701,634.69995,0
8700000000,4.6099958,0,0.85039091,149.02124,0.17027992,-30.360676,548.29639,0
8800000000,5.8020053,0,0.83953738,148.62733,0.1810022,-30.755987,813.05847,0
8900000000,5.7609878,0,0.82825464,148.19041,0.19007981,-31.0989,802.68945,0
9000000000,4.5181856,0,0.8135013,147.92162,0.1727161,-31.360437,530.76074,0
9100000000,5.6948943,0,0.79304141,147.71861,0.14046615,-31.587709,786.18622,0
9200000000,5.2060966,0,0.7711134,147.26944,0.14167289,-32.017151,671.62921,0
9300000000,5.7436566,0,0.78822279,146.86041,0.16485623,-32.384972,798.33765,0
9400000000,4.5868955,0,0.76294172,146.55785,0.14156649,-32.798027,543.8493,0
9500000000,7.5368381,0,0.67973858,146.24278,-0.019788828,-33.291924,1354.6814,0
9600000000,5.9902596,0,0.72258431,145.90884,0.12341614,-33.411255,861.92438,0
9700000000,7.1090164,0,0.71598405,145.63338,0.11815534,-33.657913,1200.389,0
9800000000,5.6412091,0,0.68654817,145.27859,0.09847524,-34.100105,772.9649,0
9900000000,6.7049842,0,0.68412346,144.92009,0.10619767,-34.483974,1067.9896,0
10000000000,5.6434493,0,0.67102522,144.37312,0.12363542,-35.032524,773.51331,0
10100000000,6.4457741,0,0.65737045,143.95906,0.099200055,-35.435638,989.3089,0
10200000000,7.8140383,0,0.65917712,143.89238,0.10175747,-35.446159,1463.0803,0
10300000000,5.6323485,0,0.61876339,143.51353,0.079829469,-35.818962,770.79834,0
10400000000,7.364954,0,0.62222838,143.16632,0.093726851,-36.127922,1290.8599,0
10500000000,7.0953064,0,0.62933767,142.85625,0.095503271,-36.539364,1195.6915,0
10600000000,5.9045444,0,0.5784384,142.44159,0.068746001,-37.0028,839.41211,0
10700000000,8.6121559,0,0.57461458,142.07158,0.067070626,-37.213383,1816.7528,0
10800000000,5.2334886,0,0.55440634,141.73473,0.058195725,-37.579044,677.71368,0
10900000000,6.5126467,0,0.53483772,141.54636,0.042042363,-37.829727,1009.16,0
11000000000,9.3157158,0,0.52652019,141.35074,0.031078333,-37.930202,2187.2483,0
11100000000,4.7745285,0,0.48273656,140.76552,0.0180948,-38.548218,580.66455,0
11200000000,7.115509,0,0.48683485,140.36617,0.033830881,-38.913452,1202.6187,0
11300000000,7.6963763,0,0.4845179,140.22182,0.015919652,-38.98658,1416.2223,0
11400000000,4.0525398,0,0.4259108,139.86078,-0.016401825,-39.446774,447.31311,0
11500000000,8.3476896,0,0.43606314,139.50151,0.0054741129,-39.776711,1692.2889,0
11600000000,6.9767475,0,0.43871576,139.41585,-0.0022780118,-39.820641,1155.682,0
11700000000,6.1412339,0,0.42196637,139.10344,0.031908281,-40.402622,902.67303,0
11800000000,8.021534,0,0.38571653,138.56721,-0.014091774,-40.674484,1548.8713,0
11900000000,5.3677001,0,0.34586063,138.19145,-0.037548579,-41.082207,708.08612,0
12000000000,7.0025687,0,0.33522913,137.94937,-0.028658908,-41.360916,1164.303,0
12100000000,5.2281885,0,0.30853996,138.08296,-0.10345048,-41.124855,676.53345,0
12200000000,3.5231347,0,0.29266831,137.327,-0.044922356,-41.919426,362.69678,0
12300000000,8.5314255,0,0.30512017,137.00261,-0.023769688,-42.209507,1777.9524,0
12400000000,7.3066788,0,0.30704761,136.76595,-0.048226088,-42.52475,1269.7891,0
12500000000,5.9140744,0,0.18096748,136.11617,-0.16290455,-43.886055,841.89319,0
12600000000,8.648324,0,0.25537241,136.03027,-0.030345498,-43.124378,1834.3711,0
12700000000,8.4595938,0,0.27669033,135.92673,-0.041669238,-43.283527,1744.03,0
12800000000,4.3778777,0,0.2044861,135.30499,-0.064967327,-44.026199,504.66803,0
12900000000,9.5842419,0,0.22207709,135.13402,-0.053766083,-43.859501,2345.2524,0
13000000000,5.7750773,0,0.1777319,134.7695,-0.1123501,-44.462734,806.24011,0
13100000000,7.4398746,0,0.10809784,134.52722,-0.15215552,-44.566174,1318.3683,0
13200000000,8.1739178,0,0.16656719,134.02153,-0.055858307,-45.227116,1614.5383,0
13300000000,6.2823753,0,0.1132678,135.15627,-0.16247791,-43.596161,942.07037,0
13400000000,6.6417942,0,0.13892283,133.10631,-0.050732657,-45.720089,1048.3738,0
13500000000,7.9463692,0,0.018644216,133.25926,-0.37274069,-46.523273,1517.3195,0
13600000000,6.9127021,0,-0.56282139,137.9801,-1.3034213,-42.683441,1134.5188,0
13700000000,8.2717505,0,-0.063681044,133.18628,-0.240218,-45.103058,1657.9288,0
13800000000,5.3620963,0,0.51583052,132.60086,0.24173342,-44.126026,706.79913,0
13900000000,4.7343931,0,-0.0090362141,131.30878,-0.2089622,-47.188522,572.65533,0
14000000000,7.0381851,0,-0.056558993,131.66866,-0.2305014,-47.330463,1176.2786,0
14100000000,8.2312927,0,-0.022445817,131.77321,-0.22376536,-47.191113,1639.8666,0
14200000000,4.4348373,0,-0.086228967,131.35207,-0.24295573,-48.01125,515.15912,0
14300000000,9.7363157,0,-0.062244415,131.61819,-0.22722882,-46.909935,2439.1638,0
14400000000,4.9930792,0,0.023283381,130.8665,-0.11961368,-47.86636,625.60022,0
14500000000,7.9951673,0,-0.082363591,130.32585,-0.2118874,-49.831646,1537.7412,0
14600000000,8.0518827,0,-0.20182852,130.06784,-0.34309998,-49.42252,1561.7667,0
14700000000,3.8797677,0,-0.16023254,129.77956,-0.26532924,-49.479958,418.55695,0
14800000000,8.8541441,0,-0.17428713,129.45578,-0.25326863,-49.881943,1937.4725,0
14900000000,7.0751004,0,-0.15999322,129.27805,-0.22099164,-49.87751,1188.7953,0
15000000000,4.9661951,0,-0.19410007,128.79179,-0.24813914,-50.502087,619.94995,0
15100000000,10.077761,0,-0.24538814,128.49841,-0.30055672,-50.654079,2662.3926,0
15200000000,6.9085512,0,-0.25996599,128.30788,-0.29333994,-50.84333,1133.158,0
15300000000,6.9834709,0,-0.28329712,127.84579,-0.27179581,-51.287552,1157.9218,0
15400000000,9.300252,0,-0.21111746,127.99782,-0.22572115,-50.622044,2178.4436,0
15500000000,4.7817597,0,-0.25266919,127.18588,-0.22796597,-51.807922,582.11548,0
15600000000,8.5848875,0,-0.29947817,126.92247,-0.25386983,-52.17865,1803.5664,0
15700000000,8.125062,0,-0.29185712,126.7616,-0.27922353,-52.323315,1593.2335,0
15800000000,4.9459686,0,-0.38339248,126.1992,-0.30768895,-52.994968,615.72186,0
15900000000,9.5031834,0,-0.38105389,125.98489,-0.28700933,-52.827595,2296.5229,0
16000000000,7.2071867,0,-0.37494266,125.91868,-0.32444632,-53.085011,1234.4623,0
16100000000,5.0880375,0,-0.42971227,125.45638,-0.32286483,-53.673798,645.84033,0
16200000000,8.8127909,0,-0.40021923,125.37727,-0.31158221,-53.303112,1916.3635,0
16300000000,6.9465966,0,-0.5376907,125.56812,-0.53996855,-53.949043,1145.6799,0
16400000000,6.4956942,0,-0.51478291,124.68609,-0.38070816,-54.297653,1004.0988,0
16500000000,8.5684366,0,-0.47783354,125.17149,-0.44757301,-53.232197,1795.6511,0
16600000000,4.2553949,0,-0.53893012,124.98024,-0.41852447,-54.14201,482.56931,0
16700000000,8.1116495,0,-0.60102826,123.86241,-0.42270815,-56.193165,1587.4264,0
16800000000,7.8793092,0,-0.51217133,123.83181,-0.35710666,-55.009182,1489.6267,0
16900000000,4.6703939,0,-0.61138481,123.48156,-0.41170511,-55.579384,560.03613,0
17000000000,9.3754234,0,-0.61021096,123.22382,-0.38352066,-55.32782,2221.5415,0
17100000000,6.7372422,0,-0.57479137,123.58482,-0.45828155,-55.392517,1078.1138,0
17200000000,8.4622002,0,-0.64085156,123.13442,-0.41464546,-56.562241,1745.2513,0
17300000000,8.8970652,0,-0.6359266,122.55074,-0.39985809,-56.056107,1959.5958,0
17400000000,6.06495,0,-0.65839565,122.44978,-0.46184281,-56.462936,881.90662,0
17500000000,7.4381852,0,-0.71852511,121.91926,-0.45289925,-57.088291,1317.7426,0
17600000000,10.386276,0,-0.6962859,122.0831,-0.50582498,-56.863453,2879.7546,0
17700000000,4.2972918,0,-0.77857989,123.07445,-0.56871283,-56.500202,490.0585,0
17800000000,8.8151503,0,-0.77485645,121.23109,-0.42755178,-57.933937,1917.5626,0
17900000000,9.4293079,0,-0.60470021,121.32353,-0.34533983,-56.637489,2252.897,0
18000000000,4.6606984,0,-0.76082259,120.78944,-0.49269646,-58.435459,558.14056,0
END

