!CSV A.01.01
!Keysight Technologies,N5247A,US51370532,A.10.64.03
!Date: Wednesday, August 22, 2018 19:01:16
!Source: Standard

BEGIN CH1_DATA
Freq(Hz),NF(DB),NF(DEG),S21(DB),S21(DEG),S11(DB),S11(DEG),T-Eff(DB),T-Eff(DEG)
3300000000,8.5964775,0,0.81984264,167.61639,0.19927557,-11.664603,1809.161,0
3400000000,9.6255293,0,0.80746126,167.24286,0.18633734,-12.095613,2370.4246,0
3500000000,9.8056774,0,0.82378632,166.92622,0.20601584,-12.455019,2483.1013,0
3600000000,8.2655926,0,0.81643629,166.558,0.21909828,-12.788307,1655.1687,0
3700000000,9.7510366,0,0.78909868,166.18007,0.20604926,-13.141024,2448.4302,0
3800000000,9.9168606,0,0.79750985,165.85445,0.2093073,-13.55636,2555.0117,0
3900000000,8.2155933,0,0.82488263,165.47653,0.25237632,-13.964298,1632.9026,0
4000000000,9.9688349,0,0.82343495,165.05368,0.27483237,-14.309306,2589.2644,0
4100000000,9.1521521,0,0.79804736,164.64912,0.24714525,-14.708415,2095.6855,0
4200000000,10.518204,0,0.79389101,164.33881,0.23520088,-15.043736,2977.521,0
4300000000,9.3993731,0,0.78363556,164.00189,0.22987063,-15.395226,2235.4297,0
4400000000,9.9721022,0,0.77596682,163.63515,0.23572855,-15.749722,2591.4312,0
4500000000,8.5458527,0,0.77642965,163.19861,0.23754127,-16.225708,1784.8334,0
4600000000,11.662438,0,0.7918337,162.88029,0.25322244,-16.563522,3962.4761,0
4700000000,6.9789381,0,0.79714525,162.46609,0.28326932,-16.996988,1156.4113,0
4800000000,10.423758,0,0.78886771,162.11012,0.29303128,-17.264696,2907.2292,0
4900000000,9.8424025,0,0.79076642,161.74254,0.28522047,-17.615238,2506.6506,0
5000000000,8.5835066,0,0.78511083,161.34839,0.27644724,-18.07914,1802.901,0
5100000000,10.353765,0,0.77206361,160.89572,0.28537631,-18.496231,2856.1143,0
5200000000,9.8031044,0,0.7637074,160.43539,0.28799596,-18.915754,2481.459,0
5300000000,8.2889833,0,0.75381148,160.09038,0.26948431,-19.282362,1665.6735,0
5400000000,10.602313,0,0.74374247,159.82033,0.26129776,-19.562748,3041.4197,0
5500000000,9.172596,0,0.73096716,159.40654,0.27232254,-19.926348,2106.9421,0
5600000000,9.0185823,0,0.7161535,159.00046,0.260032,-20.299957,2023.4294,0
5700000000,10.432271,0,0.7011472,158.71085,0.22457677,-20.669819,2913.5032,0
5800000000,8.2999763,0,0.67381728,158.295,0.2182561,-21.192238,1670.63,0
5900000000,10.260334,0,0.65654564,157.90269,0.23413418,-21.389812,2789.1538,0
6000000000,9.4830227,0,0.68497026,157.6004,0.24251464,-21.725271,2284.5437,0
6100000000,10.366418,0,0.67199212,157.06305,0.24387057,-22.770044,2865.2937,0
6200000000,9.3487034,0,0.63308293,156.65044,0.21943398,-22.903015,2206.1365,0
6300000000,8.8046408,0,0.62994224,156.37305,0.22133894,-23.027824,1912.2269,0
6400000000,10.673996,0,0.6227169,156.11618,0.19464298,-23.314428,3096.863,0
6500000000,7.2530394,0,0.60115379,155.7231,0.18236978,-23.792818,1250.6427,0
6600000000,10.423415,0,0.59537292,155.38449,0.19585629,-24.104223,2906.9773,0
6700000000,8.5269308,0,0.59592569,154.96964,0.20709167,-24.495659,1775.8134,0
6800000000,8.4307814,0,0.58113974,154.60732,0.1883913,-24.885036,1730.5806,0
6900000000,9.9788837,0,0.56721956,154.31844,0.1792997,-25.239468,2595.9336,0
7000000000,8.1847439,0,0.55747998,153.80475,0.19835502,-25.725195,1619.2921,0
7100000000,9.1868696,0,0.55668879,153.42006,0.20061655,-26.025463,2114.8335,0
7200000000,9.8234081,0,0.53598797,153.17728,0.15961605,-26.324697,2494.446,0
7300000000,7.5141516,0,0.50391799,152.76807,0.14694436,-26.823553,1346.1124,0
7400000000,9.6497583,0,0.51183653,152.35074,0.17938672,-27.183416,2385.3083,0
7500000000,9.5246506,0,0.52233195,151.99738,0.18885851,-27.544624,2309.3401,0
7600000000,8.4837093,0,0.4978438,151.62114,0.17208825,-27.974295,1755.3563,0
7700000000,9.5353975,0,0.48535487,151.2312,0.17588282,-28.341022,2315.7803,0
7800000000,9.0968418,0,0.48100293,150.83804,0.18162408,-28.687078,2065.4951,0
7900000000,8.7321806,0,0.46358582,150.51031,0.17028318,-29.044134,1875.7885,0
8000000000,9.1566105,0,0.44873518,150.25191,0.15236026,-29.330048,2098.1362,0
8100000000,7.5327845,0,0.44235262,149.7377,0.17065939,-29.862232,1353.147,0
8200000000,9.8102188,0,0.44911298,149.3141,0.19012877,-30.203743,2486.0032,0
8300000000,9.4608879,0,0.42949629,149.05739,0.15455408,-30.457197,2271.4556,0
8400000000,7.5404854,0,0.38504523,148.72433,0.11966275,-30.890345,1356.0632,0
8500000000,10.116994,0,0.38813204,148.37915,0.14084366,-31.165173,2689.1843,0
8600000000,7.8563843,0,0.37831622,148.01808,0.12736392,-31.508278,1480.2574,0
8700000000,7.3025274,0,0.35860458,147.66956,0.11430921,-31.970268,1268.2987,0
8800000000,8.3884993,0,0.34664816,147.25822,0.12241992,-32.383179,1711.0038,0
8900000000,8.2342281,0,0.3381483,146.81274,0.13045818,-32.745621,1641.1713,0
9000000000,7.3689551,0,0.32194424,146.53473,0.11275634,-33.016842,1292.3171,0
9100000000,8.3592806,0,0.29632619,146.31439,0.080165766,-33.260853,1697.5864,0
9200000000,7.5707355,0,0.27699262,145.85847,0.081290968,-33.702606,1367.5688,0
9300000000,8.683197,0,0.28840852,145.44135,0.10218411,-34.076138,1851.498,0
9400000000,6.9099874,0,0.26627746,145.11798,0.077286661,-34.511131,1133.6289,0
9500000000,10.484632,0,0.17282394,144.81131,-0.079952531,-35.013744,2952.3601,0
9600000000,8.4849663,0,0.22022343,144.45171,0.057832733,-35.13755,1755.9481,0
9700000000,9.5599298,0,0.21251644,144.15811,0.050942846,-35.405769,2330.5413,0
9800000000,8.2640114,0,0.18437813,143.7932,0.032765169,-35.862843,1654.4604,0
9900000000,9.5962887,0,0.17595305,143.42935,0.035734814,-36.245327,2352.5725,0
10000000000,8.2218952,0,0.16653624,142.8642,0.053315599,-36.816376,1635.6953,0
10100000000,9.1865444,0,0.14950264,142.43494,0.029320158,-37.246582,2114.6531,0
10200000000,10.275424,0,0.14937657,142.35849,0.028584531,-37.250183,2799.8711,0
10300000000,8.1384668,0,0.11182869,141.97269,0.006738354,-37.640991,1599.0553,0
10400000000,10.590278,0,0.10733352,141.60837,0.017391225,-37.953766,3032.2,0
10500000000,9.8689079,0,0.11492736,141.29698,0.019279717,-38.381329,2523.7715,0
10600000000,8.1880293,0,0.069541052,140.86061,-0.0078426944,-38.856304,1620.7371,0
10700000000,11.298809,0,0.054476615,140.49345,-0.012800056,-39.067356,3620.9199,0
10800000000,7.9267058,0,0.042178199,140.14194,-0.02171894,-39.459961,1509.155,0
10900000000,9.1755867,0,0.016970873,139.93813,-0.038061604,-39.708195,2108.5938,0
11000000000,11.637848,0,0.0023926236,139.72354,-0.051963195,-39.838669,3938.4656,0
11100000000,7.0789275,0,-0.028731987,139.14587,-0.063475199,-40.461357,1190.0989,0
11200000000,10.011597,0,-0.037825573,138.73593,-0.048799451,-40.820232,2617.7544,0
11300000000,10.809196,0,-0.042811599,138.57462,-0.067688286,-40.917187,3203.9573,0
11400000000,6.4102378,0,-0.08769083,138.20932,-0.099954411,-41.390697,978.88361,0
11500000000,11.419256,0,-0.094262362,137.82256,-0.085289009,-41.740768,3730.9031,0
11600000000,9.5312052,0,-0.088935435,137.73303,-0.089297757,-41.797188,2313.2656,0
11700000000,8.7471046,0,-0.10199168,137.42374,-0.045113027,-42.401188,1883.2437,0
11800000000,11.158327,0,-0.14722501,136.87135,-0.10529102,-42.657967,3496.4365,0
11900000000,7.621644,0,-0.17965913,136.48915,-0.12708293,-43.079197,1387.1133,0
12000000000,10.041866,0,-0.19890295,136.23782,-0.12026576,-43.339725,2638.0916,0
12100000000,10.180847,0,-0.22732879,136.31862,-0.19327296,-43.208652,2733.3103,0
12200000000,6.1040802,0,-0.23171687,135.59528,-0.13786495,-43.950653,892.51324,0
12300000000,11.434196,0,-0.23495032,135.26306,-0.1183506,-44.228676,3744.7581,0
12400000000,9.874382,0,-0.23194578,134.99792,-0.14412616,-44.5798,2527.3201,0
12500000000,8.5914717,0,-0.36608595,134.36345,-0.25102749,-45.962921,1806.7428,0
12600000000,11.556596,0,-0.28913766,134.26588,-0.1282077,-45.128124,3860.0906,0
12700000000,11.311747,0,-0.2669318,134.14215,-0.14413619,-45.328957,3632.5879,0
12800000000,6.8184123,0,-0.33244601,133.51285,-0.16419902,-46.104866,1103.9244,0
12900000000,12.765641,0,-0.32678008,133.32742,-0.15934262,-45.938164,5192.292,0
13000000000,8.4546566,0,-0.36564064,132.96486,-0.21433237,-46.572979,1741.7192,0
13100000000,10.155166,0,-0.43893492,132.69453,-0.24927863,-46.6912,2715.4851,0
13200000000,10.507613,0,-0.38400626,132.23209,-0.16956031,-47.308857,2969.5623,0
13300000000,8.8388119,0,-0.43541953,133.27464,-0.26129338,-45.809277,1929.6228,0
13400000000,9.3752785,0,-0.41522047,131.28423,-0.15832654,-47.828224,2221.4578,0
13500000000,10.554528,0,-0.53300369,131.43399,-0.46719217,-48.639889,3004.9648,0
13600000000,8.8319798,0,-1.117118,135.72528,-1.2746552,-44.731945,1926.134,0
13700000000,11.416847,0,-0.62215561,131.46179,-0.30255133,-46.858036,3728.6733,0
13800000000,8.4680252,0,-0.046797365,130.65842,0.091510199,-46.239994,1747.9828,0
13900000000,7.3404832,0,-0.56125361,129.40689,-0.32637331,-49.234955,1281.9774,0
14000000000,9.8599234,0,-0.61485767,129.78114,-0.34444389,-49.470417,2517.9563,0
14100000000,10.789078,0,-0.57956547,129.87938,-0.33718458,-49.381233,3187.8091,0
14200000000,6.8283439,0,-0.64024192,129.45569,-0.35150215,-50.186859,1107.1157,0
14300000000,12.817988,0,-0.62629592,129.68297,-0.34229571,-49.086948,5258.7715,0
14400000000,7.2074056,0,-0.53862637,128.96069,-0.23826419,-50.110104,1234.5392,0
14500000000,11.169607,0,-0.6509434,128.41441,-0.32653528,-51.95417,3506.2844,0
14600000000,11.104073,0,-0.76285261,128.14662,-0.45232385,-51.590378,3449.4287,0
14700000000,6.2902122,0,-0.72041774,127.84155,-0.38023716,-51.712116,944.29572,0
14800000000,11.903987,0,-0.74024785,127.52943,-0.36397067,-52.066238,4205.6934,0
14900000000,10.176062,0,-0.72691315,127.31112,-0.33808878,-52.101326,2729.9807,0
15000000000,7.7468066,0,-0.75819898,126.82802,-0.3676351,-52.762482,1436.1506,0
15100000000,12.991728,0,-0.82040066,126.53323,-0.42560151,-52.882378,5485.2495,0
15200000000,9.3941622,0,-0.82733619,126.32312,-0.41452,-53.10725,2232.4014,0
15300000000,10.030948,0,-0.85404825,125.86954,-0.39138404,-53.535633,2630.739,0
15400000000,12.404213,0,-0.78550839,125.96542,-0.34594271,-52.922626,4754.5137,0
15500000000,7.2353835,0,-0.82403284,125.17722,-0.3528789,-54.083794,1244.392,0
15600000000,11.925652,0,-0.87790084,124.92669,-0.38120317,-54.405304,4228.1758,0
15700000000,11.2349,0,-0.87085205,124.75249,-0.41053158,-54.61208,3563.7891,0
15800000000,7.6117253,0,-0.95656121,124.18848,-0.43335536,-55.283291,1383.2874,0
15900000000,12.263842,0,-0.96026337,123.9668,-0.41406727,-55.097691,4594.0737,0
16000000000,9.8755026,0,-0.95223349,123.88165,-0.4539406,-55.390694,2528.0469,0
16100000000,8.0005751,0,-1.0084223,123.41519,-0.45169407,-55.94788,1540.0184,0
16200000000,11.875361,0,-0.98317945,123.32527,-0.44830382,-55.62273,4176.1592,0
16300000000,9.9874201,0,-1.1221668,123.51395,-0.66569787,-56.35355,2601.6121,0
16400000000,9.5106735,0,-1.0991141,122.65244,-0.51006806,-56.572571,2300.9873,0
16500000000,12.389415,0,-1.0643613,123.10265,-0.58937991,-55.538345,4737.354,0
16600000000,6.3531814,0,-1.1205369,122.93784,-0.54739738,-56.509377,962.32245,0
16700000000,11.072403,0,-1.185655,121.81226,-0.53888828,-58.499115,3422.2595,0
16800000000,10.707178,0,-1.0992996,121.7493,-0.49731997,-57.326775,3122.8389,0
16900000000,6.8777595,0,-1.195261,121.4097,-0.54613781,-57.929485,1123.1034,0
17000000000,12.07575,0,-1.2025427,121.15572,-0.52141559,-57.567806,4387.0615,0
17100000000,9.3469343,0,-1.1636827,121.48658,-0.5988757,-57.764542,2205.1204,0
17200000000,10.498819,0,-1.2352289,121.04375,-0.54365486,-58.861465,2962.9692,0
17300000000,12.287692,0,-1.2291808,120.43401,-0.5478071,-58.381187,4620.9692,0
17400000000,9.2148457,0,-1.2484162,120.33516,-0.60310054,-58.881519,2130.3745,0
17500000000,10.432445,0,-1.3189049,119.8257,-0.58561283,-59.356522,2913.6311,0
17600000000,13.294217,0,-1.2930673,119.94891,-0.64823347,-59.175304,5901.8394,0
17700000000,6.402977,0,-1.3724909,120.89673,-0.69391853,-58.886635,976.76392,0
17800000000,11.872554,0,-1.3753207,119.12481,-0.56051642,-60.201424,4173.2725,0
17900000000,12.807567,0,-1.2061362,119.21874,-0.51768428,-58.918434,5245.4722,0
18000000000,7.5365963,0,-1.353893,118.65869,-0.63295257,-60.904224,1354.59,0
END

